title,detail,dueAt,isComplete
"Exercise 388","Learn React or Vue.js fundamentals.","",false
"Read book 388","Organize project files and folders.","2026-09-02T04:00:00.000Z",false
"Learn new skill 388","Update resume with recent projects.","",false
"Organize files 388","Book flights and hotel for vacation.","",false
"Update resume 388","Water indoor plants.","",false
"Plan vacation 388","Take dog for a walk in the park.","",true
"Water plants 388","Create slides for presentation.","2026-05-22T04:00:00.000Z",true
"Walk the dog 388","Review code for security issues.","",false
"Prepare presentation 388","Migrate data to new database.","",false
"Code review 388","","",false
"Database migration 388","The fish is hungry so give him some food.","",false
"Feed the fish 389","Need to wash all dirty clothes before Friday.","2026-11-18T05:00:00.000Z",false
"Wash my clothes 389","Buy milk, eggs, bread, and vegetables.","",true
"Buy groceries 389","Call to catch up and discuss plans.","",true
"Call mom 389","Check and approve pending pull requests.","",false
"Review pull requests 389","Update API documentation with new endpoints.","",false
"Update documentation 389","Fix critical bugs reported by users.","2026-02-05T05:00:00.000Z",true
"Fix bugs 389","Write unit tests for new features.","",false
"Write tests 389","Deploy latest version to production.","",false
"Deploy application 389","Backup all important database records.","",false
"Backup database 389","Schedule meeting with team leads.","",true
"Schedule meeting 389","Send follow-up email to clients.","2026-05-09T04:00:00.000Z",true
"Send email 389","Pay rent and utility bills.","",false
"Pay bills 389","Deep clean the house.","",true
"Clean house 389","Go for a 30-minute jog or run.","",true
"Exercise 389","Finish reading current book.","",false
"Read book 389","Learn React or Vue.js fundamentals.","2026-10-16T04:00:00.000Z",true
"Learn new skill 389","Organize project files and folders.","",false
"Organize files 389","Update resume with recent projects.","",false
"Update resume 389","Book flights and hotel for vacation.","",false
"Plan vacation 389","Water indoor plants.","",false
"Water plants 389","Take dog for a walk in the park.","2026-03-01T05:00:00.000Z",false
"Walk the dog 389","Create slides for presentation.","",true
"Prepare presentation 389","Review code for security issues.","",false
"Code review 389","Migrate data to new database.","",false
"Database migration 389","","",true
"Feed the fish 390","The fish is hungry so give him some food.","2026-09-17T04:00:00.000Z",false
"Wash my clothes 390","Need to wash all dirty clothes before Friday.","",true
"Buy groceries 390","Buy milk, eggs, bread, and vegetables.","",false
"Call mom 390","Call to catch up and discuss plans.","",true
"Review pull requests 390","Check and approve pending pull requests.","",true
"Update documentation 390","Update API documentation with new endpoints.","2026-03-12T04:00:00.000Z",false
"Fix bugs 390","Fix critical bugs reported by users.","",false
"Write tests 390","Write unit tests for new features.","",true
"Deploy application 390","Deploy latest version to production.","",false
"Backup database 390","Backup all important database records.","",false
"Schedule meeting 390","Schedule meeting with team leads.","2026-12-10T05:00:00.000Z",false
"Send email 390","Send follow-up email to clients.","",false
"Pay bills 390","Pay rent and utility bills.","",true
"Clean house 390","Deep clean the house.","",true
"Exercise 390","Go for a 30-minute jog or run.","",true
"Read book 390","Finish reading current book.","2026-09-15T04:00:00.000Z",true
"Learn new skill 390","Learn React or Vue.js fundamentals.","",true
"Organize files 390","Organize project files and folders.","",true
"Update resume 390","Update resume with recent projects.","",true
"Plan vacation 390","Book flights and hotel for vacation.","",false
"Water plants 390","Water indoor plants.","2026-12-03T05:00:00.000Z",false
"Walk the dog 390","Take dog for a walk in the park.","",false
"Prepare presentation 390","Create slides for presentation.","",false
"Code review 390","Review code for security issues.","",true
"Database migration 390","Migrate data to new database.","",false
"Feed the fish 391","","2026-02-01T05:00:00.000Z",false
"Wash my clothes 391","The fish is hungry so give him some food.","",true
"Buy groceries 391","Need to wash all dirty clothes before Friday.","",false
"Call mom 391","Buy milk, eggs, bread, and vegetables.","",false
"Review pull requests 391","Call to catch up and discuss plans.","",false
"Update documentation 391","Check and approve pending pull requests.","2026-08-06T04:00:00.000Z",false
"Fix bugs 391","Update API documentation with new endpoints.","",false
"Write tests 391","Fix critical bugs reported by users.","",true
"Deploy application 391","Write unit tests for new features.","",false
"Backup database 391","Deploy latest version to production.","",false
"Schedule meeting 391","Backup all important database records.","2026-03-16T04:00:00.000Z",true
"Send email 391","Schedule meeting with team leads.","",false
"Pay bills 391","Send follow-up email to clients.","",true
"Clean house 391","Pay rent and utility bills.","",false
"Exercise 391","Deep clean the house.","",false
"Read book 391","Go for a 30-minute jog or run.","2026-07-16T04:00:00.000Z",false
"Learn new skill 391","Finish reading current book.","",false
"Organize files 391","Learn React or Vue.js fundamentals.","",true
"Update resume 391","Organize project files and folders.","",false
"Plan vacation 391","Update resume with recent projects.","",false
"Water plants 391","Book flights and hotel for vacation.","2026-01-13T05:00:00.000Z",false
"Walk the dog 391","Water indoor plants.","",false
"Prepare presentation 391","Take dog for a walk in the park.","",false
"Code review 391","Create slides for presentation.","",false
"Database migration 391","Review code for security issues.","",false
"Feed the fish 392","Migrate data to new database.","2026-08-25T04:00:00.000Z",false
"Wash my clothes 392","","",true
"Buy groceries 392","The fish is hungry so give him some food.","",true
"Call mom 392","Need to wash all dirty clothes before Friday.","",false
"Review pull requests 392","Buy milk, eggs, bread, and vegetables.","",false
"Update documentation 392","Call to catch up and discuss plans.","2026-08-02T04:00:00.000Z",false
"Fix bugs 392","Check and approve pending pull requests.","",false
"Write tests 392","Update API documentation with new endpoints.","",true
"Deploy application 392","Fix critical bugs reported by users.","",false
"Backup database 392","Write unit tests for new features.","",false
"Schedule meeting 392","Deploy latest version to production.","2026-01-12T05:00:00.000Z",true
"Send email 392","Backup all important database records.","",false
"Pay bills 392","Schedule meeting with team leads.","",false
"Clean house 392","Send follow-up email to clients.","",false
"Exercise 392","Pay rent and utility bills.","",true
"Read book 392","Deep clean the house.","2026-05-28T04:00:00.000Z",false
"Learn new skill 392","Go for a 30-minute jog or run.","",false
"Organize files 392","Finish reading current book.","",true
"Update resume 392","Learn React or Vue.js fundamentals.","",true
"Plan vacation 392","Organize project files and folders.","",false
"Water plants 392","Update resume with recent projects.","2026-04-07T04:00:00.000Z",true
"Walk the dog 392","Book flights and hotel for vacation.","",false
"Prepare presentation 392","Water indoor plants.","",false
"Code review 392","Take dog for a walk in the park.","",false
"Database migration 392","Create slides for presentation.","",false
"Feed the fish 393","Review code for security issues.","2026-02-20T05:00:00.000Z",false
"Wash my clothes 393","Migrate data to new database.","",true
"Buy groceries 393","","",true
"Call mom 393","The fish is hungry so give him some food.","",false
"Review pull requests 393","Need to wash all dirty clothes before Friday.","",true
"Update documentation 393","Buy milk, eggs, bread, and vegetables.","2026-11-20T05:00:00.000Z",false
"Fix bugs 393","Call to catch up and discuss plans.","",true
"Write tests 393","Check and approve pending pull requests.","",false
"Deploy application 393","Update API documentation with new endpoints.","",false
"Backup database 393","Fix critical bugs reported by users.","",false
"Schedule meeting 393","Write unit tests for new features.","2026-08-26T04:00:00.000Z",false
"Send email 393","Deploy latest version to production.","",false
"Pay bills 393","Backup all important database records.","",false
"Clean house 393","Schedule meeting with team leads.","",false
"Exercise 393","Send follow-up email to clients.","",true
"Read book 393","Pay rent and utility bills.","2026-10-04T04:00:00.000Z",true
"Learn new skill 393","Deep clean the house.","",true
"Organize files 393","Go for a 30-minute jog or run.","",false
"Update resume 393","Finish reading current book.","",true
"Plan vacation 393","Learn React or Vue.js fundamentals.","",true
"Water plants 393","Organize project files and folders.","2026-07-13T04:00:00.000Z",false
"Walk the dog 393","Update resume with recent projects.","",false
"Prepare presentation 393","Book flights and hotel for vacation.","",false
"Code review 393","Water indoor plants.","",false
"Database migration 393","Take dog for a walk in the park.","",false
